movie id,title,watch count,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
38,"Net, The ",119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.008403361344538,3.008403361344538,0.0,0.0
39,Strange Days ,86,0.0,3.255813953488372,0.0,0.0,0.0,0.0,3.255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.255813953488372,0.0,0.0,0.0
40,"To Wong Foo, Thanks for Everything! Julie Newmar ",56,0.0,0.0,0.0,0.0,0.0,2.9107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Billy Madison ,36,0.0,0.0,0.0,0.0,0.0,3.0555555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Clerks ,147,0.0,0.0,0.0,0.0,0.0,3.795918367346939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Disclosure ,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
44,Dolores Claiborne ,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0
45,Eat Drink Man Woman ,79,0.0,0.0,0.0,0.0,0.0,4.037974683544305,0.0,0.0,4.037974683544305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Exotica ,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.576923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Ed Wood ,132,0.0,0.0,0.0,0.0,0.0,3.5984848484848486,0.0,0.0,3.5984848484848486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Hoop Dreams ,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.094827586206893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,I.Q. ,80,0.0,0.0,0.0,0.0,0.0,3.3375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3375,0.0,0.0,0.0,0.0
50,Star Wars ,582,0.0,4.357388316151202,4.357388316151202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.357388316151202,4.357388316151202,0.0,4.357388316151202,0.0
51,Legends of the Fall ,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0,3.45,3.45
52,"Madness of King George, The ",90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Natural Born Killers ,127,0.0,2.9370078740157477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9370078740157477,0.0,0.0
54,Outbreak ,103,0.0,3.2427184466019416,0.0,0.0,0.0,0.0,0.0,0.0,3.2427184466019416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2427184466019416,0.0,0.0
55,"Professional, The ",148,0.0,0.0,0.0,0.0,0.0,0.0,3.7027027027027026,0.0,3.7027027027027026,0.0,0.0,0.0,0.0,0.0,3.7027027027027026,0.0,3.7027027027027026,0.0,0.0
56,Pulp Fiction ,393,0.0,0.0,0.0,0.0,0.0,0.0,4.061068702290074,0.0,4.061068702290074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Priest ,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Quiz Show ,174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6436781609195403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Three Colors: Red ,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.097560975609757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Three Colors: Blue ,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.031746031746034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Three Colors: White ,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8793103448275863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Stargate ,126,0.0,3.142857142857143,3.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.142857142857143,0.0,0.0,0.0
63,"Santa Clause, The ",81,0.0,0.0,0.0,0.0,3.0864197530864192,3.0864197530864192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,"Shawshank Redemption, The ",282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45744680851064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,What's Eating Gilbert Grape ,114,0.0,0.0,0.0,0.0,0.0,3.5350877192982457,0.0,0.0,3.5350877192982457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,While You Were Sleeping ,161,0.0,0.0,0.0,0.0,0.0,3.540372670807453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.540372670807453,0.0,0.0,0.0,0.0
67,Ace Ventura: Pet Detective ,102,0.0,0.0,0.0,0.0,0.0,3.0588235294117636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,"Crow, The ",133,0.0,3.4285714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4285714285714284,0.0,3.4285714285714284,0.0,0.0
69,Forrest Gump ,320,0.0,0.0,0.0,0.0,0.0,3.85625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85625,0.0,0.0,3.85625,0.0
70,Four Weddings and a Funeral ,250,0.0,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0
71,"Lion King, The ",219,0.0,0.0,0.0,3.776255707762557,3.776255707762557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.776255707762557,0.0,0.0,0.0,0.0,0.0,0.0
72,"Mask, The ",128,0.0,0.0,0.0,0.0,0.0,3.1796875,3.1796875,0.0,0.0,3.1796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Maverick ,127,0.0,3.4645669291338583,0.0,0.0,0.0,3.4645669291338583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4645669291338583
74,Faster Pussycat! Kill! Kill! ,6,0.0,3.1666666666666665,0.0,0.0,0.0,3.1666666666666665,0.0,0.0,3.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Brother Minister: The Assassination of Malcolm X ,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Carlito's Way ,53,0.0,0.0,0.0,0.0,0.0,0.0,3.4150943396226414,0.0,3.4150943396226414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,"Firm, The ",150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,0.0,0.0
78,Free Willy ,32,0.0,0.0,2.4375,0.0,2.4375,0.0,0.0,0.0,2.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,"Fugitive, The ",335,0.0,4.044776119402984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.044776119402984,0.0,0.0
80,Hot Shots! Part Deux ,67,0.0,2.7611940298507465,0.0,0.0,0.0,2.7611940298507465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7611940298507465,0.0
81,"Hudsucker Proxy, The ",109,0.0,0.0,0.0,0.0,0.0,3.541284403669725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.541284403669725,0.0,0.0,0.0,0.0
82,Jurassic Park ,260,0.0,3.7153846153846155,3.7153846153846155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7153846153846155,0.0,0.0,0.0
83,Much Ado About Nothing ,175,0.0,0.0,0.0,0.0,0.0,4.0685714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0685714285714285,0.0,0.0,0.0,0.0
84,Robert A. Heinlein's The Puppet Masters ,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0588235294117645,0.0,0.0,0.0,3.0588235294117645,0.0,0.0,0.0
85,"Ref, The ",57,0.0,0.0,0.0,0.0,0.0,3.0350877192982453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,"Remains of the Day, The ",149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9530201342281885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Searching for Bobby Fischer ,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9051094890510947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Sleepless in Seattle ,212,0.0,0.0,0.0,0.0,0.0,3.5330188679245285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5330188679245285,0.0,0.0,0.0,0.0
89,Blade Runner ,274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.142335766423358,0.0,0.0,0.0,0.0,4.142335766423358,0.0,0.0,0.0
90,So I Married an Axe Murderer ,94,0.0,0.0,0.0,0.0,0.0,3.0425531914893615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0425531914893615,0.0,3.0425531914893615,0.0,0.0
91,"Nightmare Before Christmas, The ",142,0.0,0.0,0.0,0.0,3.577464788732395,3.577464788732395,0.0,0.0,0.0,0.0,0.0,0.0,3.577464788732395,0.0,0.0,0.0,0.0,0.0,0.0
92,True Romance ,103,0.0,3.621359223300971,0.0,0.0,0.0,0.0,3.621359223300971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.621359223300971,0.0,0.0,0.0,0.0
93,Welcome to the Dollhouse ,111,0.0,0.0,0.0,0.0,0.0,3.7117117117117115,0.0,0.0,3.7117117117117115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Home Alone ,136,0.0,0.0,0.0,0.0,3.0955882352941178,3.0955882352941178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Aladdin ,218,0.0,0.0,0.0,3.8073394495412844,3.8073394495412844,3.8073394495412844,0.0,0.0,0.0,0.0,0.0,0.0,3.8073394495412844,0.0,0.0,0.0,0.0,0.0,0.0
96,Terminator 2: Judgment Day ,294,0.0,4.003401360544214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.003401360544214,4.003401360544214,0.0,0.0
97,Dances with Wolves ,255,0.0,0.0,3.788235294117647,0.0,0.0,0.0,0.0,0.0,3.788235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.788235294117647
98,"Silence of the Lambs, The ",389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.290488431876603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.290488431876603,0.0,0.0
99,Snow White and the Seven Dwarfs ,171,0.0,0.0,0.0,3.7076023391812867,3.7076023391812867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7076023391812867,0.0,0.0,0.0,0.0,0.0,0.0
100,Fargo ,507,0.0,0.0,0.0,0.0,0.0,0.0,4.155818540433923,0.0,4.155818540433923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.155818540433923,0.0,0.0
101,Heavy Metal ,72,0.0,3.249999999999999,3.249999999999999,3.249999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.249999999999999,0.0,0.0,0.0,3.249999999999999,0.0,0.0,0.0
102,"Aristocats, The ",53,0.0,0.0,0.0,3.1132075471698113,3.1132075471698113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,All Dogs Go to Heaven 2 ,14,0.0,0.0,0.0,1.7857142857142858,1.7857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7857142857142858,0.0,0.0,0.0,0.0,0.0,0.0
104,Theodore Rex ,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Sgt. Bilko ,73,0.0,0.0,0.0,0.0,0.0,2.561643835616437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Diabolique ,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0
107,Moll Flanders ,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4634146341463414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Kids in the Hall: Brain Candy ,64,0.0,0.0,0.0,0.0,0.0,3.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Mystery Science Theater 3000: The Movie ,129,0.0,0.0,0.0,0.0,0.0,3.4186046511627906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4186046511627906,0.0,0.0,0.0
110,Operation Dumbo Drop ,30,0.0,2.5,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0
111,"Truth About Cats & Dogs, The ",271,0.0,0.0,0.0,0.0,0.0,3.4833948339483394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4833948339483394,0.0,0.0,0.0,0.0
112,Flipper ,19,0.0,0.0,2.526315789473684,0.0,2.526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,"Horseman on the Roof, The ",8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Wallace & Gromit: The Best of Aardman Animation ,66,0.0,0.0,0.0,4.454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,"Haunted World of Edward D. Wood Jr., The ",14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.642857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Cold Comfort Farm ,124,0.0,0.0,0.0,0.0,0.0,3.8225806451612905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,"Rock, The ",377,0.0,3.6923076923076925,3.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6923076923076925,0.0,0.0
118,Twister ,292,0.0,3.21917808219178,3.21917808219178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21917808219178,0.0,0.0
119,Maya Lin: A Strong Clear Vision ,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Striptease ,66,0.0,0.0,0.0,0.0,0.0,2.257575757575757,2.257575757575757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Independence Day ,428,0.0,3.4345794392523366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4345794392523366,0.0,3.4345794392523366,0.0
122,"Cable Guy, The ",105,0.0,0.0,0.0,0.0,0.0,2.3523809523809533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,"Frighteners, The ",114,0.0,0.0,0.0,0.0,0.0,3.254385964912281,0.0,0.0,0.0,0.0,0.0,3.254385964912281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Lone Star ,186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.048387096774196,0.0,0.0,0.0,0.0,4.048387096774196,0.0,0.0,0.0,0.0,0.0
125,Phenomenon ,243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5596707818930042,0.0,0.0,0.0,0.0,0.0,3.5596707818930042,0.0,0.0,0.0,0.0
126,"Spitfire Grill, The ",96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7916666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,"Godfather, The ",412,0.0,4.2912621359223335,0.0,0.0,0.0,0.0,4.2912621359223335,0.0,4.2912621359223335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Supercop ,64,0.0,3.515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.515625,0.0,0.0
129,Bound ,128,0.0,0.0,0.0,0.0,0.0,0.0,3.8203125,0.0,3.8203125,0.0,0.0,0.0,0.0,0.0,3.8203125,0.0,3.8203125,0.0,0.0
130,Kansas City ,22,0.0,0.0,0.0,0.0,0.0,0.0,2.227272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Breakfast at Tiffany's ,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.723404255319149,0.0,0.0,0.0,0.0,0.0,3.723404255319149,0.0,0.0,0.0,0.0
132,"Wizard of Oz, The ",245,0.0,0.0,4.081632653061226,0.0,4.081632653061226,0.0,0.0,0.0,4.081632653061226,0.0,0.0,0.0,4.081632653061226,0.0,0.0,0.0,0.0,0.0,0.0
133,Gone with the Wind ,170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.864705882352941,0.0,0.0,0.0,0.0,0.0,3.864705882352941,0.0,0.0,3.864705882352941,0.0
134,Citizen Kane ,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.289340101522843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,2001: A Space Odyssey ,258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.965116279069765,0.0,0.0,0.0,0.0,3.965116279069765,0.0,3.965116279069765,3.965116279069765,0.0,0.0
136,Mr. Smith Goes to Washington ,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.125000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Big Night ,170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9000000000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,D3: The Mighty Ducks ,18,0.0,0.0,0.0,0.0,2.5555555555555554,2.5555555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,"Love Bug, The ",49,0.0,0.0,0.0,0.0,2.816326530612245,2.816326530612245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
